IDNUMBER	structure	fmla structure	mol weight structure	nHA	nHD	CLogP	nRB	nRings	PSA	compound_name	Saltdata	inchikey	smiles	ID	inchi	Source1536wWell	volume [nL]	well_location	plate_id
P1098204		C25H24N2O6	448.47983	6	3	4.1	9	4	117.7	rac-(2S)-3-(1H-indol-3-yl)-2-[[2-(2-oxo-4-propyl-chromen-7-yl)oxyacetyl]amino]propanoic acid		SAOMPGOZGMMAQF-NRFANRHFSA-N	CCCC1=CC(=O)Oc2cc(OCC(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)O)ccc12	1174	InChI=1S/C25H24N2O6/c1-2-5-15-11-24(29)33-22-12-17(8-9-19(15)22)32-14-23(28)27-21(25(30)31)10-16-13-26-20-7-4-3-6-18(16)20/h3-4,6-9,11-13,21,26H,2,5,10,14H2,1H3,(H,27,28)(H,30,31)/t21-/m0/s1	X14	100	E24	Peptide01
P7008477		C24H27N7	413.52969	6	1	4.3	5	5	62.1	6-(4-benzylpiperazin-1-yl)-1-methyl-N-(p-tolyl)pyrazolo[3,4-d]pyrimidin-4-amine		QPYPEPPNCMRCEK-UHFFFAOYSA-N	Cc1ccc(Nc2nc(nc3c2cnn3C)N4CCN(Cc5ccccc5)CC4)cc1	1262	InChI=1S/C24H27N7/c1-18-8-10-20(11-9-18)26-22-21-16-25-29(2)23(21)28-24(27-22)31-14-12-30(13-15-31)17-19-6-4-3-5-7-19/h3-11,16H,12-15,17H2,1-2H3,(H,26,27,28)	X15	100	E24	Peptide01
P1158040		C27H27N3O	409.53574	2	1	4.7	5	5	39.3	1-(4-benzhydrylpiperazin-1-yl)-2-(1H-indol-3-yl)ethanone		KYMOTTJXKAHOBT-UHFFFAOYSA-N	O=C(Cc1c[nH]c2ccccc12)N3CCN(CC3)C(c4ccccc4)c5ccccc5	1094	InChI=1S/C27H27N3O/c31-26(19-23-20-28-25-14-8-7-13-24(23)25)29-15-17-30(18-16-29)27(21-9-3-1-4-10-21)22-11-5-2-6-12-22/h1-14,20,27-28H,15-19H2	X17	100	E24	Peptide01
P6235935		C22H23NO5	381.43231	6	3	1.4	8	3	95.9	rac-(2R)-2-[(7-hydroxy-2-oxo-4-propyl-chromen-8-yl)methylamino]-3-phenyl-propanoic acid		ANIBAKNMKNJZIG-GOSISDBHSA-N	CCCC1=CC(=O)Oc2c(CN[C@H](Cc3ccccc3)C(=O)O)c(O)ccc12	1182	InChI=1S/C22H23NO5/c1-2-6-15-12-20(25)28-21-16(15)9-10-19(24)17(21)13-23-18(22(26)27)11-14-7-4-3-5-8-14/h3-5,7-10,12,18,23-24H,2,6,11,13H2,1H3,(H,26,27)/t18-/m1/s1	X18	100	E24	Peptide01
P7009484		C17H20N6O2	340.38795	7	2	1.4	5	4	88.3	2-[(4-morpholino-1-phenyl-pyrazolo[3,4-d]pyrimidin-6-yl)amino]ethanol		ZPDZAZRNRJAZIC-UHFFFAOYSA-N	OCCNc1nc(N2CCOCC2)c3cnn(c4ccccc4)c3n1	1270	InChI=1S/C17H20N6O2/c24-9-6-18-17-20-15(22-7-10-25-11-8-22)14-12-19-23(16(14)21-17)13-4-2-1-3-5-13/h1-5,12,24H,6-11H2,(H,18,20,21)	X19	100	E24	Peptide01
P1098591		C27H26N2O6	474.51807	6	3	4.7	7	5	117.7	rac-(2S)-3-(1H-indol-3-yl)-2-[[2-[(3-methyl-6-oxo-7,8,9,10-tetrahydrobenzo[c]chromen-1-yl)oxy]acetyl]amino]propanoic acid		JTIQGLKRCIOWFG-NRFANRHFSA-N	Cc1cc(OCC(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)O)c4C5=C(CCCC5)C(=O)Oc4c1	1102	InChI=1S/C27H26N2O6/c1-15-10-22(25-18-7-2-3-8-19(18)27(33)35-23(25)11-15)34-14-24(30)29-21(26(31)32)12-16-13-28-20-9-5-4-6-17(16)20/h4-6,9-11,13,21,28H,2-3,7-8,12,14H2,1H3,(H,29,30)(H,31,32)/t21-/m0/s1	X21	100	E24	Peptide01
P3461239		C20H26N4O6	418.45342	7	5	1.6	11	2	163.8	rac-(2S)-2-[2-(4-ethyl-2-oxo-chromen-7-yl)oxypropanoylamino]-5-guanidino-pentanoic acid		BHKCVEJTFUBLCJ-MHTVFEQDSA-N	CCC1=CC(=O)Oc2cc(OC(C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)O)ccc12	1190	InChI=1S/C20H26N4O6/c1-3-12-9-17(25)30-16-10-13(6-7-14(12)16)29-11(2)18(26)24-15(19(27)28)5-4-8-23-20(21)22/h6-7,9-11,15H,3-5,8H2,1-2H3,(H,24,26)(H,27,28)(H4,21,22,23)/t11?,15-/m0/s1	X22	100	F1	Peptide01
P11569570		C20H23ClN2O2	358.87151	2	3	4.4	5	3	65.1	2-(6-chloro-9H-carbazol-2-yl)-N-[rac-(1S)-1-(hydroxymethyl)-2-methyl-propyl]propanamide		SMDLETALVZXPND-FKWGRNQDSA-N	CC(C)[C@@H](CO)NC(=O)C(C)c1ccc2c(c1)[nH]c3ccc(Cl)cc23	1278	InChI=1S/C20H23ClN2O2/c1-11(2)19(10-24)23-20(25)12(3)13-4-6-15-16-9-14(21)5-7-17(16)22-18(15)8-13/h4-9,11-12,19,22,24H,10H2,1-3H3,(H,23,25)/t12?,19-/m1/s1	X23	100	F1	Peptide01
P1098878		C18H16N4O5	368.35202	7	3	2.2	6	3	131.7	rac-(2S)-3-(4-hydroxyphenyl)-2-[[2-(4-oxo-1,2,3-benzotriazin-3-yl)acetyl]amino]propanoic acid		HXBAZAGNVYQNJL-HNNXBMFYSA-N	OC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)CN2N=Nc3ccccc3C2=O	1110	InChI=1S/C18H16N4O5/c23-12-7-5-11(6-8-12)9-15(18(26)27)19-16(24)10-22-17(25)13-3-1-2-4-14(13)20-21-22/h1-8,15,23H,9-10H2,(H,19,24)(H,26,27)/t15-/m0/s1	X25	100	F1	Peptide01
P7565805		C21H19N5O	357.41848	4	3	2.9	6	4	82.7	N-[2-(1H-indol-3-yl)ethyl]-3-(pyrimidin-2-ylamino)benzamide		SIDSSMIIAZVHHX-UHFFFAOYSA-N	O=C(NCCc1c[nH]c2ccccc12)c3cccc(Nc4ncccn4)c3	1198	InChI=1S/C21H19N5O/c27-20(22-12-9-16-14-25-19-8-2-1-7-18(16)19)15-5-3-6-17(13-15)26-21-23-10-4-11-24-21/h1-8,10-11,13-14,25H,9,12H2,(H,22,27)(H,23,24,26)	X26	100	F1	Peptide01
P11570321		C18H24N2O2S	332.46818	3	3	2.9	6	3	90.4	N-[rac-(1S)-1-(hydroxymethyl)-3-methylsulfanyl-propyl]-6,7,8,9-tetrahydro-5H-carbazole-3-carboxamide		UQFXZVNRIHNPDA-ZDUSSCGKSA-N	CSCC[C@@H](CO)NC(=O)c1ccc2[nH]c3CCCCc3c2c1	1286	InChI=1S/C18H24N2O2S/c1-23-9-8-13(11-21)19-18(22)12-6-7-17-15(10-12)14-4-2-3-5-16(14)20-17/h6-7,10,13,20-21H,2-5,8-9,11H2,1H3,(H,19,22)/t13-/m0/s1	X27	100	F1	Peptide01
P1098948		C22H29N3O5	415.49353	5	3	2.9	7	3	115.8	rac-(2S)-2-[[4-[(2,4-dioxo-1H-quinazolin-3-yl)methyl]cyclohexanecarbonyl]amino]-4-methyl-pentanoic acid		RCISSNOGVFMDHK-MPGHIAIKSA-N	CC(C)C[C@H](NC(=O)[C@@H]1CC[C@@H](CN2C(=O)Nc3ccccc3C2=O)CC1)C(=O)O	1118	InChI=1S/C22H29N3O5/c1-13(2)11-18(21(28)29)23-19(26)15-9-7-14(8-10-15)12-25-20(27)16-5-3-4-6-17(16)24-22(25)30/h3-6,13-15,18H,7-12H2,1-2H3,(H,23,26)(H,24,30)(H,28,29)/t14-,15-,18-/m0/s1	X29	100	F1	Peptide01
P6238553		C23H21N3O4	403.44152	5	2	2.9	6	4	89.5	N-[rac-(1R)-1-benzyl-2-oxo-2-(2-pyridylamino)ethyl]-2,3-dihydro-1,4-benzodioxine-3-carboxamide		GKSBHTARXJAMEM-DIAVIDTQSA-N	O=C(Nc1ccccn1)[C@@H](Cc2ccccc2)NC(=O)C3COc4ccccc4O3	1206	InChI=1S/C23H21N3O4/c27-22(26-21-12-6-7-13-24-21)17(14-16-8-2-1-3-9-16)25-23(28)20-15-29-18-10-4-5-11-19(18)30-20/h1-13,17,20H,14-15H2,(H,25,28)(H,24,26,27)/t17-,20?/m1/s1	X30	100	F1	Peptide01
P11570243		C16H25N7O2	347.42335	7	2	0.1	6	3	108.5	N-[rac-(1S)-1-(hydroxymethyl)-2-methyl-butyl]-1-(tetrazolo[1,5-b]pyridazin-6-yl)piperidine-4-carboxamide		KIOFFSGXUJZCOC-GLGOKHISSA-N	CCC(C)[C@@H](CO)NC(=O)C1CCN(CC1)c2ccc3nnnn3n2	1294	InChI=1S/C16H25N7O2/c1-3-11(2)13(10-24)17-16(25)12-6-8-22(9-7-12)15-5-4-14-18-20-21-23(14)19-15/h4-5,11-13,24H,3,6-10H2,1-2H3,(H,17,25)/t11?,13-/m1/s1	X31	100	F1	Peptide01
P1098875		C14H14N4O6	334.29088	8	3	0.6	7	2	148.7	rac-(2S)-2-[[2-(4-oxo-1,2,3-benzotriazin-3-yl)acetyl]amino]pentanedioic acid		RDUWCBAWUHFGHR-JTQLQIEISA-N	OC(=O)CC[C@H](NC(=O)CN1N=Nc2ccccc2C1=O)C(=O)O	1126	InChI=1S/C14H14N4O6/c19-11(15-10(14(23)24)5-6-12(20)21)7-18-13(22)8-3-1-2-4-9(8)16-17-18/h1-4,10H,5-7H2,(H,15,19)(H,20,21)(H,23,24)/t10-/m0/s1	X33	100	F2	Peptide01
P1157613		C20H20N4O5	396.4062	7	3	3.2	6	3	131.7	rac-(2R)-2-(4-hydroxyphenyl)-2-[[rac-(2S)-3-methyl-2-(4-oxo-1,2,3-benzotriazin-3-yl)butanoyl]amino]acetic acid		YXKOWEPWQPRTLE-SJORKVTESA-N	CC(C)[C@H](N1N=Nc2ccccc2C1=O)C(=O)N[C@@H](C(=O)O)c3ccc(O)cc3	1214	InChI=1S/C20H20N4O5/c1-11(2)17(24-19(27)14-5-3-4-6-15(14)22-23-24)18(26)21-16(20(28)29)12-7-9-13(25)10-8-12/h3-11,16-17,25H,1-2H3,(H,21,26)(H,28,29)/t16-,17+/m1/s1	X34	100	F2	Peptide01
P1157638		C21H21N3O5	395.41862	5	3	2.4	6	3	115.8	rac-(2S)-2-phenyl-2-[[rac-(2S)-2-(2,4-dioxo-1H-quinazolin-3-yl)-3-methyl-butanoyl]amino]acetic acid		ZKFAUKUAPRJQGA-IRXDYDNUSA-N	CC(C)[C@H](N1C(=O)Nc2ccccc2C1=O)C(=O)N[C@H](C(=O)O)c3ccccc3	1134	InChI=1S/C21H21N3O5/c1-12(2)17(18(25)23-16(20(27)28)13-8-4-3-5-9-13)24-19(26)14-10-6-7-11-15(14)22-21(24)29/h3-12,16-17H,1-2H3,(H,22,29)(H,23,25)(H,27,28)/t16-,17-/m0/s1	X37	100	F2	Peptide01
P1006803		C22H24N6O2S	436.53958	6	2	4.0	9	4	123.0	2-[1-(2-ethylphenyl)tetrazol-5-yl]sulfanyl-N-[2-(6-methoxy-1H-indol-3-yl)ethyl]acetamide		MAIPVLZKDXVBTB-UHFFFAOYSA-N	CCc1ccccc1n2nnnc2SCC(=O)NCCc3c[nH]c4cc(OC)ccc34	1222	InChI=1S/C22H24N6O2S/c1-3-15-6-4-5-7-20(15)28-22(25-26-27-28)31-14-21(29)23-11-10-16-13-24-19-12-17(30-2)8-9-18(16)19/h4-9,12-13,24H,3,10-11,14H2,1-2H3,(H,23,29)	X38	100	F2	Peptide01
P1098939		C21H21N3O5	395.41862	5	3	1.9	8	3	115.8	rac-(2S)-2-[4-(2,4-dioxo-1H-quinazolin-3-yl)butanoylamino]-3-phenyl-propanoic acid		PHLLRDPTOWPVOY-KRWDZBQOSA-N	OC(=O)[C@H](Cc1ccccc1)NC(=O)CCCN2C(=O)Nc3ccccc3C2=O	1142	InChI=1S/C21H21N3O5/c25-18(22-17(20(27)28)13-14-7-2-1-3-8-14)11-6-12-24-19(26)15-9-4-5-10-16(15)23-21(24)29/h1-5,7-10,17H,6,11-13H2,(H,22,25)(H,23,29)(H,27,28)/t17-/m0/s1	X41	100	F2	Peptide01
P1441073		C15H23N5O5	353.38106	7	4	-0.6	9	2	129.0	7-(3-allyloxy-2-hydroxy-propyl)-8-(2-hydroxypropylamino)-3-methyl-purine-2,6-dione		GRBMYOQTSDGWNQ-UHFFFAOYSA-N	CC(O)CNc1nc2N(C)C(=O)NC(=O)c2n1CC(O)COCC=C	1230	InChI=1S/C15H23N5O5/c1-4-5-25-8-10(22)7-20-11-12(17-14(20)16-6-9(2)21)19(3)15(24)18-13(11)23/h4,9-10,21-22H,1,5-8H2,2-3H3,(H,16,17)(H,18,23,24)	X42	100	F2	Peptide01
P1411223		C14H20N2O4	280.3265	5	1	1.3	7	1	79.7	3-[tert-butoxycarbonyl(3-pyridylmethyl)amino]propanoic acid		TWBURXQKKHZJID-UHFFFAOYSA-N	CC(C)(C)OC(=O)N(CCC(=O)O)Cc1cccnc1	7	InChI=1S/C14H20N2O4/c1-14(2,3)20-13(19)16(8-6-12(17)18)10-11-5-4-7-15-9-11/h4-5,7,9H,6,8,10H2,1-3H3,(H,17,18)	Y1	100	F2	Peptide01
P7210750064		C12H16N2O6S	316.33512	6	2	1.8	7	1	137.7	4-methyl-2-[(2-nitrophenyl)sulfonylamino]pentanoic acid		VRHVHBIUCNRUOK-UHFFFAOYSA-N	CC(C)CC(NS(=O)(=O)c1ccccc1[N+](=O)[O-])C(=O)O	95	InChI=1S/C12H16N2O6S/c1-8(2)7-9(12(15)16)13-21(19,20)11-6-4-3-5-10(11)14(17)18/h3-6,8-9,13H,7H2,1-2H3,(H,15,16)	Y2	100	F2	Peptide01
P7020521751		C23H22N2O4	390.44279	6	2	5.0	9	3	80.2	2-[(2E)-2-[(4-benzyloxy-3-ethoxy-phenyl)methylene]hydrazino]benzoic acid		UIJMRJOLKFHDGW-BUVRLJJBSA-N	CCOc1cc(\C=N\Nc2ccccc2C(=O)O)ccc1OCc3ccccc3	183	InChI=1S/C23H22N2O4/c1-2-28-22-14-18(12-13-21(22)29-16-17-8-4-3-5-9-17)15-24-25-20-11-7-6-10-19(20)23(26)27/h3-15,25H,2,16H2,1H3,(H,26,27)/b24-15+	Y3	100	F3	Peptide01
P1045775		C13H17NO3	235.28534	3	2	2.2	5	1	66.4	2-benzamido-4-methyl-pentanoic acid		POLGZPYHEPOBFG-UHFFFAOYSA-N	CC(C)CC(NC(=O)c1ccccc1)C(=O)O	271	InChI=1S/C13H17NO3/c1-9(2)8-11(13(16)17)14-12(15)10-6-4-3-5-7-10/h3-7,9,11H,8H2,1-2H3,(H,14,15)(H,16,17)	Y4	100	F3	Peptide01
P7553292		C17H23N3O3	317.39116	3	3	2.3	6	2	83.2	tert-butyl N-[1-(1H-indol-3-ylmethyl)-2-(methylamino)-2-oxo-ethyl]carbamate		ZRYIVAXOMUWFLO-UHFFFAOYSA-N	CNC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)OC(C)(C)C	15	InChI=1S/C17H23N3O3/c1-17(2,3)23-16(22)20-14(15(21)18-4)9-11-10-19-13-8-6-5-7-12(11)13/h5-8,10,14,19H,9H2,1-4H3,(H,18,21)(H,20,22)	Y5	100	F3	Peptide01
P1031521		C16H26N8OS	378.50262	8	3	2.5	8	3	134.4	2-[[5,7-bis(ethylamino)-[1,2,4]triazolo[4,3-a][1,3,5]triazin-3-yl]sulfanyl]-N-cyclohexyl-acetamide		WFSNAHOKUTXXPH-UHFFFAOYSA-N	CCNc1nc(NCC)n2c(SCC(=O)NC3CCCCC3)nnc2n1	103	InChI=1S/C16H26N8OS/c1-3-17-13-20-14(18-4-2)24-15(21-13)22-23-16(24)26-10-12(25)19-11-8-6-5-7-9-11/h11H,3-10H2,1-2H3,(H,19,25)(H2,17,18,20,21,22)	Y6	100	F3	Peptide01
P7020720040		C27H21N3O6	483.48492	7	2	3.4	8	4	123.2	dimethyl 2-[(6-oxo-3,4-diphenyl-1H-pyridazine-5-carbonyl)amino]benzene-1,4-dicarboxylate		ZIQSINITDREYRB-UHFFFAOYSA-N	COC(=O)c1ccc(C(=O)OC)c(NC(=O)C2=C(C(=NNC2=O)c3ccccc3)c4ccccc4)c1	191	InChI=1S/C27H21N3O6/c1-35-26(33)18-13-14-19(27(34)36-2)20(15-18)28-24(31)22-21(16-9-5-3-6-10-16)23(29-30-25(22)32)17-11-7-4-8-12-17/h3-15H,1-2H3,(H,28,31)(H,30,32)	Y7	100	F3	Peptide01
P4792489		C28H24N2O7	500.51268	9	2	3.9	8	4	120.0	3-acetyl-2-[4-[4-[(3-acetyl-6-methyl-4-oxo-pyran-2-yl)amino]phenoxy]anilino]-6-methyl-pyran-4-one		WZHVVLGHWKDQQM-UHFFFAOYSA-N	CC(=O)C1=C(Nc2ccc(Oc3ccc(NC4=C(C(=O)C)C(=O)C=C(C)O4)cc3)cc2)OC(=CC1=O)C	279	InChI=1S/C28H24N2O7/c1-15-13-23(33)25(17(3)31)27(35-15)29-19-5-9-21(10-6-19)37-22-11-7-20(8-12-22)30-28-26(18(4)32)24(34)14-16(2)36-28/h5-14,29-30H,1-4H3	Y8	100	F3	Peptide01
P7119250118		C21H24N2O4S	400.50043	4	3	4.5	6	3	107.6	3-(1H-indol-3-yl)-2-[(2,3,5,6-tetramethylphenyl)sulfonylamino]propanoic acid		XKRPVXCCINRLOM-UHFFFAOYSA-N	Cc1cc(C)c(C)c(c1C)S(=O)(=O)NC(Cc2c[nH]c3ccccc23)C(=O)O	23	InChI=1S/C21H24N2O4S/c1-12-9-13(2)15(4)20(14(12)3)28(26,27)23-19(21(24)25)10-16-11-22-18-8-6-5-7-17(16)18/h5-9,11,19,22-23H,10H2,1-4H3,(H,24,25)	Y9	100	F3	Peptide01
P0120630230		C18H15FN2O3	326.33025	3	3	3.1	5	3	82.2	2-[(4-fluorobenzoyl)amino]-3-(1H-indol-3-yl)propanoic acid		IQPJLNVWVQKWMI-UHFFFAOYSA-N	OC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)c3ccc(F)cc3	111	InChI=1S/C18H15FN2O3/c19-13-7-5-11(6-8-13)17(22)21-16(18(23)24)9-12-10-20-15-4-2-1-3-14(12)15/h1-8,10,16,20H,9H2,(H,21,22)(H,23,24)	Y10	100	F3	Peptide01
P1113318		C25H23N3OS	413.54556	3	1	4.5	8	4	83.1	3,3-diphenyl-N-[2-[2-(2-pyridyl)thiazol-4-yl]ethyl]propanamide		CXUOSPQDJLBZKW-UHFFFAOYSA-N	O=C(CC(c1ccccc1)c2ccccc2)NCCc3csc(n3)c4ccccn4	199	InChI=1S/C25H23N3OS/c29-24(17-22(19-9-3-1-4-10-19)20-11-5-2-6-12-20)27-16-14-21-18-30-25(28-21)23-13-7-8-15-26-23/h1-13,15,18,22H,14,16-17H2,(H,27,29)	Y11	100	F4	Peptide01
P7126283		C18H13FN4O5	384.32651	9	5	2.2	6	3	144.7	5-[[4-(4-carboxyanilino)-5-fluoro-pyrimidin-2-yl]amino]-2-hydroxy-benzoic acid		PHIFHAMNDTVZOH-UHFFFAOYSA-N	OC(=O)c1ccc(Nc2nc(Nc3ccc(O)c(c3)C(=O)O)ncc2F)cc1	287	InChI=1S/C18H13FN4O5/c19-13-8-20-18(22-11-5-6-14(24)12(7-11)17(27)28)23-15(13)21-10-3-1-9(2-4-10)16(25)26/h1-8,24H,(H,25,26)(H,27,28)(H2,20,21,22,23)	Y12	100	F4	Peptide01
P7216660597		C22H19F3N4O2S	460.48153	5	2	4.7	7	3	109.3	N-(3-acetamidophenyl)-2-[4-phenyl-6-(trifluoromethyl)pyrimidin-2-yl]sulfanyl-propanamide		FTXPGPZFXVRDGY-UHFFFAOYSA-N	CC(Sc1nc(cc(n1)C(F)(F)F)c2ccccc2)C(=O)Nc3cccc(NC(=O)C)c3	31	InChI=1S/C22H19F3N4O2S/c1-13(20(31)27-17-10-6-9-16(11-17)26-14(2)30)32-21-28-18(15-7-4-3-5-8-15)12-19(29-21)22(23,24)25/h3-13H,1-2H3,(H,26,30)(H,27,31)	Y13	100	F4	Peptide01
P1557114		C19H27ClN6O2	406.91904	8	1	2.2	4	4	75.6	N-(3,5-dimethylphenyl)-4,6-dimorpholino-1,3,5-triazin-2-amine;hydrochloride	HCl	OBHWADMVFCWULI-UHFFFAOYSA-N	Cl.Cc1cc(C)cc(Nc2nc(nc(n2)N3CCOCC3)N4CCOCC4)c1	119	InChI=1S/C19H26N6O2.ClH/c1-14-11-15(2)13-16(12-14)20-17-21-18(24-3-7-26-8-4-24)23-19(22-17)25-5-9-27-10-6-25;/h11-13H,3-10H2,1-2H3,(H,20,21,22,23);1H	Y14	100	F4	Peptide01
P7020531614		C18H20N2O4S3	424.5631	5	2	2.4	6	4	141.1	rac-(3S,4R)-N-[2-(1H-indol-3-yl)ethyl]-1,1-dioxo-4-(2-thienylsulfonyl)thiolan-3-amine		XJYDYODGOSSMPJ-IRXDYDNUSA-N	O=S(=O)([C@H]1CS(=O)(=O)C[C@@H]1NCCc2c[nH]c3ccccc23)c4cccs4	207	InChI=1S/C18H20N2O4S3/c21-26(22)11-16(17(12-26)27(23,24)18-6-3-9-25-18)19-8-7-13-10-20-15-5-2-1-4-14(13)15/h1-6,9-10,16-17,19-20H,7-8,11-12H2/t16-,17-/m0/s1	Y15	100	F4	Peptide01
P7126254		C18H14N4O4	350.33668	8	4	2.2	6	3	124.4	2-[[2-(3-carboxyanilino)pyrimidin-4-yl]amino]benzoic acid		CAOQBIMLYDDYEQ-UHFFFAOYSA-N	OC(=O)c1cccc(Nc2nccc(Nc3ccccc3C(=O)O)n2)c1	295	InChI=1S/C18H14N4O4/c23-16(24)11-4-3-5-12(10-11)20-18-19-9-8-15(22-18)21-14-7-2-1-6-13(14)17(25)26/h1-10H,(H,23,24)(H,25,26)(H2,19,20,21,22)	Y16	100	F4	Peptide01
P7020532136		C20H21ClN2O4S2	452.98237	5	2	3.3	6	4	112.9	rac-(3S,4R)-4-(4-chlorophenyl)sulfonyl-N-[2-(1H-indol-3-yl)ethyl]-1,1-dioxo-thiolan-3-amine		QLCXZOBMCHHCII-PMACEKPBSA-N	Clc1ccc(cc1)S(=O)(=O)[C@H]2CS(=O)(=O)C[C@@H]2NCCc3c[nH]c4ccccc34	39	InChI=1S/C20H21ClN2O4S2/c21-15-5-7-16(8-6-15)29(26,27)20-13-28(24,25)12-19(20)22-10-9-14-11-23-18-4-2-1-3-17(14)18/h1-8,11,19-20,22-23H,9-10,12-13H2/t19-,20-/m0/s1	Y17	100	F4	Peptide01
P1098685		C27H28N2O7	492.53341	7	3	3.2	10	4	131.0	3-[[rac-(2S)-2-[[2-[(7-methyl-4-oxo-2,3-dihydro-1H-cyclopenta[c]chromen-9-yl)oxy]acetyl]amino]-3-phenyl-propanoyl]amino]propanoic acid		JLNJISAVXHLNJO-FQEVSTJZSA-N	Cc1cc(OCC(=O)N[C@@H](Cc2ccccc2)C(=O)NCCC(=O)O)c3C4=C(CCC4)C(=O)Oc3c1	127	InChI=1S/C27H28N2O7/c1-16-12-21(25-18-8-5-9-19(18)27(34)36-22(25)13-16)35-15-23(30)29-20(14-17-6-3-2-4-7-17)26(33)28-11-10-24(31)32/h2-4,6-7,12-13,20H,5,8-11,14-15H2,1H3,(H,28,33)(H,29,30)(H,31,32)/t20-/m0/s1	Y18	100	F4	Peptide01
P7013540635		C26H28N2O4	432.52406	4	2	4.8	9	3	76.7	N-(2-ethoxyphenyl)-4-[2-(2-isopropylanilino)-2-oxo-ethoxy]benzamide		SKBAQECNUPQYGL-UHFFFAOYSA-N	CCOc1ccccc1NC(=O)c2ccc(OCC(=O)Nc3ccccc3C(C)C)cc2	215	InChI=1S/C26H28N2O4/c1-4-31-24-12-8-7-11-23(24)28-26(30)19-13-15-20(16-14-19)32-17-25(29)27-22-10-6-5-9-21(22)18(2)3/h5-16,18H,4,17H2,1-3H3,(H,27,29)(H,28,30)	Y19	100	F5	Peptide01
P4799057		C17H21ClN6O2	376.84892	8	1	1.5	4	4	75.6	N-(2-chlorophenyl)-4,6-dimorpholino-1,3,5-triazin-2-amine		MWZURHRDINJLTR-UHFFFAOYSA-N	Clc1ccccc1Nc2nc(nc(n2)N3CCOCC3)N4CCOCC4	303	InChI=1S/C17H21ClN6O2/c18-13-3-1-2-4-14(13)19-15-20-16(23-5-9-25-10-6-23)22-17(21-15)24-7-11-26-12-8-24/h1-4H,5-12H2,(H,19,20,21,22)	Y20	100	F5	Peptide01
P7114471333		C26H24N2O4S2	492.62018	4	0	4.9	9	4	91.5	N-[2-[N-(benzenesulfonyl)anilino]ethyl]-N-phenyl-benzenesulfonamide		YSMCDQWBAZNZIB-UHFFFAOYSA-N	O=S(=O)(N(CCN(c1ccccc1)S(=O)(=O)c2ccccc2)c3ccccc3)c4ccccc4	47	InChI=1S/C26H24N2O4S2/c29-33(30,25-17-9-3-10-18-25)27(23-13-5-1-6-14-23)21-22-28(24-15-7-2-8-16-24)34(31,32)26-19-11-4-12-20-26/h1-20H,21-22H2	Y21	100	F5	Peptide01
P0111000907		C21H22N2O3	350.42109	3	2	3.9	7	3	71.2	ethyl 3-(1H-indol-3-yl)-2-[(4-methylbenzoyl)amino]propanoate		VUXVVLJZRAQTIW-UHFFFAOYSA-N	CCOC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)c3ccc(C)cc3	135	InChI=1S/C21H22N2O3/c1-3-26-21(25)19(23-20(24)15-10-8-14(2)9-11-15)12-16-13-22-18-7-5-4-6-17(16)18/h4-11,13,19,22H,3,12H2,1-2H3,(H,23,24)	Y22	100	F5	Peptide01
P1108203		C26H26N2O7	478.50632	7	4	4.3	10	4	137.9	2-[[2-(4-butyl-2-oxo-chromen-7-yl)oxyacetyl]amino]-3-(5-hydroxy-1H-indol-3-yl)propanoic acid		PILODEJWJAFZST-UHFFFAOYSA-N	CCCCC1=CC(=O)Oc2cc(OCC(=O)NC(Cc3c[nH]c4ccc(O)cc34)C(=O)O)ccc12	223	InChI=1S/C26H26N2O7/c1-2-3-4-15-10-25(31)35-23-12-18(6-7-19(15)23)34-14-24(30)28-22(26(32)33)9-16-13-27-21-8-5-17(29)11-20(16)21/h5-8,10-13,22,27,29H,2-4,9,14H2,1H3,(H,28,30)(H,32,33)	Y23	100	F5	Peptide01
P1572651		C15H23ClN6	322.84376	6	3	3.1	6	2	74.8	N2-(3,4-dimethylphenyl)-N4,N6-diethyl-1,3,5-triazine-2,4,6-triamine;hydrochloride	HCl	NTPDODMCVTWWTO-UHFFFAOYSA-N	Cl.CCNc1nc(NCC)nc(Nc2ccc(C)c(C)c2)n1	311	InChI=1S/C15H22N6.ClH/c1-5-16-13-19-14(17-6-2)21-15(20-13)18-12-8-7-10(3)11(4)9-12;/h7-9H,5-6H2,1-4H3,(H3,16,17,18,19,20,21);1H	Y24	100	F5	Peptide01
P7212090967		C17H17NO4S	331.39334	4	2	2.2	7	2	91.9	3-phenyl-2-[[(E)-styryl]sulfonylamino]propanoic acid		JMSZFEPCPCSQMH-VAWYXSNFSA-N	OC(=O)C(Cc1ccccc1)NS(=O)(=O)\C=C\c2ccccc2	55	InChI=1S/C17H17NO4S/c19-17(20)16(13-15-9-5-2-6-10-15)18-23(21,22)12-11-14-7-3-1-4-8-14/h1-12,16,18H,13H2,(H,19,20)/b12-11+	Y25	100	F5	Peptide01
