well_location	ncgc_id	smiles	MW	iupac	XLogP	monoisotopic_mass	formula	compound_name	Platenumber	WellNumber	WellLetter	plate_id	mixed_location_plate
G8	NCGC00385326-01	C[C@@H]1O[C@@H](O[C@H]2[C@@H](O[C@H](C)[C@H](OC(C)=O)[C@@H]2O[C@@H]3O[C@@H](CO)[C@H](O)[C@H]3O)OC(=O)[C@]45CCC(C)(C)C[C@H]4C/6=C/CC7[C@@]8(C)CC[C@H](O[C@@H]9O[C@@H]([C@@H](O)[C@H](O)[C@H]9O[C@@H]%10O[C@H](CO)[C@H](O)[C@H](O)[C@H]%10O)C(O)=O)[C@@](C)(C=O)C8CC[C@@]7(C)[C@]6(C)C[C@H]5O)[C@H](O)[C@H](O)[C@H]1O[C@@H]%11OC[C@@H](O)[C@H](O)[C@H]%11O				1422.630336	C66H102O33	NCGC00385326-01_C66H102O33_	46	8	G	14P	14P_G8
G9	NCGC00385332-01	CC(=C\CC[C@](C)(O[C@@H]1OC[C@H](O)[C@H](O)[C@H]1O)C=C)/C(O)=O				316.1522031	C15H24O7	NCGC00385332-01_C15H24O7_(2E,6S)-6-(alpha-L-Arabinopyranosyloxy)-2,6-dimethyl-2,7-octadienoic acid	46	9	G	14P	14P_G9
G9	NCGC00385333-01	COC1=CC(=C(C(O)=O)C(=C1CC=C(C)C)O)\C=C\C2=CC=CC=C2				338.1518092	C21H22O4	NCGC00385333-01_C21H22O4_2-Hydroxy-4-methoxy-3-(3-methyl-2-buten-1-yl)-6-[(E)-2-phenylvinyl]benzoic acid	46	9	G	14P	14P_G9
G9	NCGC00169504-02	COC(=O)\C1=C\OC(OC2OC(CO)C(O)C(O)C2O)C3C1\C=C/C3(O)CO				404.1318616	C17H24O11	NCGC00169504-02_C17H24O11_Methyl 1-(hexopyranosyloxy)-7-hydroxy-7-(hydroxymethyl)-1,4a,7,7a-tetrahydrocyclopenta[c]pyran-4-carboxylate	46	9	G	14P	14P_G9
G9	NCGC00385329-01	CC(C)=CCCC\1(C)C\C=C(CO)/C(=O)/C=C/C(C)(O)C(OC(=O)C=C(C)C)/C=C1				416.2562743	C25H36O5	NCGC00385329-01_C25H36O5_(1R,2E,4S,6Z,9Z,11R)-11-Hydroxy-7-(hydroxymethyl)-4,11-dimethyl-4-(4-methyl-3-penten-1-yl)-8-oxo-2,6,9-cycloundecatrien-1-yl 3-methyl-2-butenoate	46	9	G	14P	14P_G9
G9	NCGC00179898-02	CC(=C)[C@@H]1CC[C@]2(C)CC[C@]3(C)C(CCC4[C@@]5(C)CC[C@H](O)C(C)(C)C5CC[C@@]34C)C12				426.3861662	C30H50O	NCGC00179898-02_C30H50O_Lup-20(29)-en-3-ol, (3beta,5xi,9xi,13xi,18xi)-	46	9	G	14P	14P_G9
G9	NCGC00385334-01	CC1CCC2(C)CCC3(C)\C(=C/CC4C5(C)CCC(O)C(C)(C5CCC34C)C(O)=O)C2C1C				456.3603454	C30H48O3	NCGC00385334-01_C30H48O3_3-Hydroxyurs-12-en-23-oic acid	46	9	G	14P	14P_G9
G9	NCGC00385335-01	C[C@@H]1CC[C@]2(C)CC[C@]3(C)\C(=C/[C@@H](O)C4[C@@]5(C)CC[C@@H](OC(C)=O)[C@@](C)(C5CC[C@@]34C)C(O)=O)[C@H]2[C@H]1C				514.3658247	C32H50O5	NCGC00385335-01_C32H50O5_(3alpha,5xi,9xi,18xi)-3-Acetoxy-11-hydroxyurs-12-en-24-oic acid	46	9	G	14P	14P_G9
G9	NCGC00385331-01	C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](OC/C=C(C)/CCC=C(C)C)O[C@H](CO)[C@H]2OC(=O)\C=C\C3=CC=C(O)C=C3)[C@H](O)[C@H](O)[C@H]1O				608.2832768	C31H44O12	NCGC00385331-01_C31H44O12_(2E)-3,7-Dimethyl-2,6-octadien-1-yl 3-O-(6-deoxy-alpha-L-mannopyranosyl)-4-O-[(2E)-3-(4-hydroxyphenyl)-2-propenoyl]-beta-D-glucopyranoside	46	9	G	14P	14P_G9
G10	NCGC00385346-01	CC(/CCC1C(=C)CCC2C1(C)CCCC2(C)C(O)=O)=C/CO				320.2351449	C20H32O3	NCGC00385346-01_C20H32O3_1-Naphthalenecarboxylic acid, decahydro-5-[(3Z)-5-hydroxy-3-methyl-3-penten-1-yl]-1,4a-dimethyl-6-methylene-	46	10	G	14P	14P_G10
G10	NCGC00385344-01	CC12CCCC(C)(C1CCC(=C)C2CC/C3=C/COC3=O)C(O)=O				332.1987594	C20H28O4	NCGC00385344-01_C20H28O4_1-Naphthalenecarboxylic acid, 5-[2-(2,5-dihydro-2-oxo-3-furanyl)ethyl]decahydro-1,4a-dimethyl-6-methylene-	46	10	G	14P	14P_G10
G10	NCGC00385347-01	COC(=O)C1(C)CCCC2(C)C(CC/C3=C/COC3=O)C(=C)CCC12				346.2144094	C21H30O4	NCGC00385347-01_C21H30O4_1-Naphthalenecarboxylic acid, 5-[2-(2,5-dihydro-2-oxo-3-furanyl)ethyl]decahydro-1,4a-dimethyl-6-methylene-, methyl ester	46	10	G	14P	14P_G10
G10	NCGC00385345-01	COC(=O)C/1=C/O[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H]3[C@@H](CO)[C@@H](O)C(O)[C@H]13				422.1424263	C17H26O12	NCGC00385345-01_C17H26O12_Cyclopenta[c]pyran-4-carboxylic acid, 1-(beta-D-glucopyranosyloxy)-1,4a,5,6,7,7a-hexahydro-5,6-dihydroxy-7-(hydroxymethyl)-, methyl ester, (1S,4aS,6R,7S,7aS)-	46	10	G	14P	14P_G10
G10	NCGC00385339-01	OC[C@H]1O[C@@H](O[C@@H]2O\C=C/[C@H]3[C@H](OC(=O)C4=CC=CC=C4)[C@@H]5O[C@]5(CO)[C@@H]23)[C@H](O)[C@@H](O)[C@@H]1O				466.1475117	C22H26O11	NCGC00385339-01_C22H26O11_beta-D-Glucopyranoside, (1aS,1bS,2S,5aR,6S,6aS)-6-(benzoyloxy)-1a,1b,2,5a,6,6a-hexahydro-1a-(hydroxymethyl)oxireno[4,5]cyclopenta[1,2-c]pyran-2-yl	46	10	G	14P	14P_G10
G10	NCGC00347396-02	COC(=O)[C@H](O)[C@H]1C(C)(C)[C@H](OC(C)=O)[C@]2(O)[C@H]3O[C@@]34C(CC[C@]5(C)C4CC(=O)O[C@H]5C6=COC=C6)[C@@]1(C)C2=O				560.225762	C29H36O11	NCGC00347396-02_C29H36O11_7,11-Methano-2H,4H-oxireno[1,8]cycloocta[1,2-f][2]benzopyran-8-acetic acid, 10-(acetyloxy)-4-(3-furanyl)dodecahydro-alpha,11-dihydroxy-4a,7,9,9-tetramethyl-2,13-dioxo-, methyl ester, (alphaR,4R,4aR,7S,8S,10S,11S,11aR,12aS)-	46	10	G	14P	14P_G10
G10	NCGC00347767-02	C\C=C1/[C@@H](O\C=C2/[C@H]1CC(=O)OCCC3=CC=C(OC4=CC(=CC=C4O)CCOC2=O)C=C3)O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O				628.2155912	C32H36O13	NCGC00347767-02_C32H36O13_6H-10,13-Etheno-19,15-metheno-3H,15H,23H-pyrano[3,4-c][1,7,14]trioxacycloheneicosin-6,23-dione, 4-ethylidene-3-(beta-D-glucopyranosyloxy)-4,4a,5,8,9,20,21-heptahydro-16-hydroxy-, (3S,4Z,4aS)-	46	10	G	14P	14P_G10
G10	NCGC00385343-01	C\C=C(C)/C(=O)O[C@H]1[C@H](OC(=O)\C(C)=C/C)[C@@]23[C@H](O)C[C@@]4(C)[C@]5(C)CCC6C(C)(C)[C@H](CC[C@]6(C)C5CC[C@]4(O[C@H]2O)C3CC1(C)C)O[C@@H]7O[C@@H]([C@@H](O)[C@H](O[C@@H]8O[C@H](CO)[C@H](O)[C@H](O)[C@H]8O[C@@H]9O[C@@H](C)[C@H](O)[C@@H](O)[C@H]9O[C@@H]%10OC[C@@H](O)[C@H](O)[C@H]%10O)[C@H]7O[C@@H]%11O[C@H](CO)[C@H](O)[C@H](O)[C@H]%11O)C(O)=O				1448.682371	C69H108O32	NCGC00385343-01_C69H108O32_2-Butenoic acid, 2-methyl-, (3beta,5xi,9xi,16alpha,18xi,21beta,22alpha,28R)-13,28-epoxy-3-[[O-beta-D-galactopyranosyl-(1->2)-O-[O-beta-D-xylopyranosyl-(1->2)-O-6-deoxy-alpha-L-mannopyranosyl-(1->2)-beta-D-galactopyranosyl-(1->3)]-beta-D-glucopyranuronosyl]oxy]-16,28-dihydroxyoleanane-21,22-diyl ester, (2Z,2'Z)-	46	10	G	14P	14P_G10
G11	NCGC00142605-04	OC[C@H]1O[C@@H](OC2=CC=CC=C2CO)[C@H](O)[C@@H](O)[C@@H]1O				286.1052529	C13H18O7	NCGC00142605-04_C13H18O7_2-(Hydroxymethyl)phenyl beta-D-glucopyranoside	46	11	G	14P	14P_G11
G11	NCGC00385350-01	CC[C@@H]1[C@@H](O)N2C3CC1[C@@H]4[C@@H](O)[C@@]5(C[C@H]24)[C@H]3N(C)C6=C5C=CC=C6				326.1994281	C20H26N2O2	NCGC00385350-01_C20H26N2O2_(17R,21alpha)-Ajmalan-17,21-diol	46	11	G	14P	14P_G11
G11	NCGC00169057-02	COC(=O)\C1=C\O[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H]3[C@@H]1[C@H](O)C[C@]3(C)O				406.1475117	C17H26O11	NCGC00169057-02_C17H26O11_Methyl (1S,4aS,5R,7S,7aS)-1-(beta-D-glucopyranosyloxy)-5,7-dihydroxy-7-methyl-1,4a,5,6,7,7a-hexahydrocyclopenta[c]pyran-4-carboxylate	46	11	G	14P	14P_G11
G11	NCGC00385358-01	C\C=C(C)\C\1C(\C=C\C=C\C(O)=O)C2C(C)C(CCC2\C=C1C)O[S+](O)([O-])=O				410.1763097	C21H30O6S	NCGC00385358-01_C21H30O6S_	46	11	G	14P	14P_G11
G11	NCGC00385351-01	O[C@H]1[C@H](O)[C@@H](COC(=O)\C=C\C/2(O)\C=C/C(=O)/C=C2)O[C@@H](OC3=CC=C(O)C=C3)[C@@H]1O				434.1212969	C21H22O10	NCGC00385351-01_C21H22O10_beta-D-Glucopyranoside, 4-hydroxyphenyl 6-O-[(2E)-3-(1-hydroxy-4-oxo-2,5-cyclohexadien-1-yl)-1-oxo-2-propen-1-yl]-	46	11	G	14P	14P_G11
G11	NCGC00179804-02	CC1CC[C@@]2(CC[C@]3(C(O)=O)\C(=C/CC4[C@@]5(C)CC[C@H](OC6OC(C)C(O)C(OC7OC(CO)C(O)C(O)C7O)C6O)C(C)(C)C5CC[C@@]34C)C2C1C)C(O)=O				794.4452568	C42H66O14	NCGC00179804-02_C42H66O14_Urs-12-ene-27,28-dioic acid, 3-[(6-deoxy-3-O-hexopyranosylhexopyranosyl)oxy]-, (3beta,5xi,9xi,18xi,19xi,20xi)-	46	11	G	14P	14P_G11
G11	NCGC00385357-01	CC(=O)O[C@H]1CC(C)(C)CC2[C@]13CO[C@@]24CCC5[C@@]6(C)CC[C@H](O[C@@H]7OC[C@H](O[C@@H]8O[C@H](CO)[C@@H](O)[C@H](O)[C@H]8O[C@@H]9OC[C@@H](O)[C@H](O)[C@H]9O)[C@H](O)[C@H]7O[C@@H]%10O[C@H](CO)[C@@H](O)[C@H](O)[C@H]%10O)[C@@](C)(CO)C6CC[C@@]5(C)[C@]4(C)C[C@H]3O				1120.566554	C54H88O24	NCGC00385357-01_C54H88O24_(3beta,5xi,9xi,13alpha,16alpha,18xi,22alpha)-3-{[beta-D-Glucopyranosyl-(1->2)-[beta-D-xylopyranosyl-(1->2)-beta-D-glucopyranosyl-(1->4)]-alpha-L-arabinopyranosyl]oxy}-16,23-dihydroxy-13,28-epoxyoleanan-22-yl acetate	46	11	G	14P	14P_G11
G11	NCGC00385349-01	CC[C@@H](C)[C@H](NC(=O)C(C)(C)NC(=O)[C@H](CCC(N)=O)NC(=O)C(C)(CC)NC(=O)[C@H](CC1=C[NH]C2=C1C=CC=C2)NC(C)=O)C(=O)N[C@@H](C(C)O)C(=O)NC(C)(C)C(=O)N[C@@H](CC(C)C)C(=O)NC(C)(C)C(=O)N3CCC[C@H]3C(=O)N[C@@H](CCC(N)=O)C(=O)NC(C)(C)C(=O)N4CC(O)C[C@H]4C(=O)NC(C)(CC)C(=O)C5CC[C@H](N5)C(=O)N[C@@H](CC6=CC=CC=C6)C(=O)NCC(O)=O				1879.024371	C91H138N20O23	NCGC00385349-01_C91H138N20O23_5-{2-[(N-Acetyl-L-tryptophylisovalyl-L-glutaminyl-2-methylalanyl-L-isoleucyl-L-threonyl-2-methylalanyl-L-leucyl-2-methylalanyl-L-prolyl-L-glutaminyl-2-methylalanyl-4-hydroxy-L-prolyl)amino]-2-methylbutanoyl}-L-prolyl-L-phenylalanylglycine	46	11	G	14P	14P_G11
G12	NCGC00385365-01	CC\1(C)C[C@H](O)C[C@@]2(C)OC(=O)/C=C12				196.1099444	C11H16O3	NCGC00385365-01_C11H16O3_2(4H)-Benzofuranone, 5,6,7,7a-tetrahydro-6-hydroxy-4,4,7a-trimethyl-, (6S,7aR)-	46	12	G	14P	14P_G12
G12	NCGC00178007-02	C[C@H]1[C@@H](O)C[C@H]\2[C@@H]1[C@@H](O\C=C2C(O)=O)O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O				376.136947	C16H24O10	NCGC00178007-02_C16H24O10_Cyclopenta[c]pyran-4-carboxylic acid, 1-(beta-D-glucopyranosyloxy)-1,4a,5,6,7,7a-hexahydro-6-hydroxy-7-methyl-, (1S,4aS,6S,7R,7aS)-	46	12	G	14P	14P_G12
G12	NCGC00385362-01	CC(\CC\C=C(C)\C(O)=O)=C/CC/C(C)=C/CC[C@]1(C)CCC2=CC(=CC(=C2O1)C)O				426.2770097	C27H38O4	NCGC00385362-01_C27H38O4_(2E,6E,10E)-13-[(2R)-6-Hydroxy-2,8-dimethyl-3,4-dihydro-2H-chromen-2-yl]-2,6,10-trimethyl-2,6,10-tridecatrienoic acid	46	12	G	14P	14P_G12
G12	NCGC00385361-01	C[C@H]1OC(=O)C2=C(O)C=C3O[C@@]4(C)[C@@H](O)C[C@H]5C(C)(C)C(=O)\C=C/[C@]5(C)[C@@H]4CC3=C2[C@H]1OC(C)=O				484.209718	C27H32O8	NCGC00385361-01_C27H32O8_2H,4H-Benzo[a]pyrano[3,4-j]xanthene-4,11(7aH)-dione, 1-(acetyloxy)-1,8,9,9a,10,13a,13b,14-octahydro-5,8-dihydroxy-2,7a,10,10,13a-pentamethyl-, (1R,2R,7aR,8S,9aR,13aS,13bS)-	46	12	G	14P	14P_G12
G12	NCGC00385359-01	COC1CC(OC(C)C1O)O[C@H]2CC[C@@]3(C)C(CCC4C3CC[C@]5(C)[C@H](CC[C@]45O)\C6=C\C(=O)OC6)C2				518.3243538	C30H46O7	NCGC00385359-01_C30H46O7_(3beta,8xi,9xi)-3-[(2,6-Dideoxy-3-O-methylhexopyranosyl)oxy]-14-hydroxycard-20(22)-enolide	46	12	G	14P	14P_G12
G12	NCGC00169017-02	C[C@@H]1O[C@@H](O[C@H]2[C@@H]3\C=C/O[C@@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@@H]3[C@@]5(CO)O[C@@H]25)[C@H](OC(=O)\C=C\C6=CC=CC=C6)[C@H](O)[C@H]1O				638.2210705	C30H38O15	NCGC00169017-02_C30H38O15_(1aS,1bS,2S,5aR,6S,6aS)-6-({6-Deoxy-2-O-[(2E)-3-phenyl-2-propenoyl]-alpha-L-mannopyranosyl}oxy)-1a-(hydroxymethyl)-1a,1b,2,5a,6,6a-hexahydrooxireno[4,5]cyclopenta[1,2-c]pyran-2-yl beta-D-glucopyranoside	46	12	G	14P	14P_G12
G12	NCGC00385360-01	CC1(C)CC[C@@]2(CC[C@]3(C)\C(=C/CC4[C@@]5(C)C[C@@H](O)[C@H](O)[C@@](C)(C5CC[C@@]34C)C(O)=O)C2C1O)C(=O)O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O				680.3771772	C36H56O12	NCGC00385360-01_C36H56O12_beta-D-Glucopyranose, 1-O-[(2alpha,3beta,5xi,9xi,18xi)-2,3,19,24-tetrahydroxy-24,28-dioxoolean-12-en-28-yl]-	46	12	G	14P	14P_G12
G12	NCGC00168985-02	C[C@@H]1O[C@@H](O[C@@H]2CO[C@@H](O[C@H]3CC[C@@]4(C)C(CC[C@]5(C)C4C\C=C6\[C@@H]7CC(C)(C)CC[C@@]7(CC[C@@]56C)C(=O)O[C@@H]8O[C@H](CO)[C@@H](O)[C@H](O)[C@H]8O)[C@]3(C)CO)[C@H](O)[C@H]2O[C@@H]9O[C@H](CO)[C@@H](O)[C@H](O)[C@H]9O)[C@H](O)[C@H](O)[C@H]1O				1074.561074	C53H86O22	NCGC00168985-02_C53H86O22_1-O-[(3beta,5xi,9xi)-3-{[6-Deoxy-alpha-L-mannopyranosyl-(1->4)-[beta-D-glucopyranosyl-(1->3)]-beta-D-xylopyranosyl]oxy}-23-hydroxy-28-oxoolean-12-en-28-yl]-beta-D-glucopyranose	46	12	G	14P	14P_G12
A2	NCGC00169143-02	C[C@]1(C[C@H](O)[C@@H]2[C@H](OC(=O)C2=C)[C@H]1C(=C)CO)C=C				264.1361591	C15H20O4	NCGC00169143-02_C15H20O4_2(3H)-Benzofuranone, 6-ethenylhexahydro-4-hydroxy-7-[1-(hydroxymethyl)ethenyl]-6-methyl-3-methylene-, (3aR,4S,6S,7R,7aR)-	53	2	A	15P	15P_A2
A2	NCGC00168806-03	C\C(CC[C@@H]1[C@@](C)(O)CCC2C(C)(C)CCC[C@@]12C)=C\CO				308.2715304	C20H36O2	NCGC00168806-03_C20H36O2_2-Naphthalenol, decahydro-1-[(3Z)-5-hydroxy-3-methyl-3-penten-1-yl]-2,5,5,8a-tetramethyl-, (1S,2S,8aR)-	53	2	A	15P	15P_A2
A2	NCGC00385049-01	CC(C)[C@H]1[C@@H](O)[C@H]2O[C@@]2(C)CC/C=C(C)/C[C@H]1OC(=O)\C=C\C3=CC=CC=C3				384.2300595	C24H32O4	NCGC00385049-01_C24H32O4_2-Propenoic acid, 3-phenyl-, (1R,2R,3S,4R,6E,10S)-2-hydroxy-6,10-dimethyl-3-(1-methylethyl)-11-oxabicyclo[8.1.0]undec-6-en-4-yl ester, (2E)-	53	2	A	15P	15P_A2
A2	NCGC00168813-03	COC(=O)C(=C)[C@H]1[C@H](O)C2C(=C)C(=O)OC[C@]2(C[C@@H]1OC(=O)C(=C)CO)C=C				392.1471177	C20H24O8	NCGC00168813-03_C20H24O8_1H-2-Benzopyran-6-acetic acid, 8a-ethenyloctahydro-5-hydroxy-7-[[2-(hydroxymethyl)-1-oxo-2-propen-1-yl]oxy]-alpha,4-bis(methylene)-3-oxo-, methyl ester, (5R,6S,7S,8aR)-	53	2	A	15P	15P_A2
A2	NCGC00169274-03	CO[C@@H]1C[C@]\2(CC=C)[C@@H](C)[C@@H](OC2=C(\OC)C1=O)C3=CC(=C4OCOC4=C3)OC				402.1678532	C22H26O7	NCGC00169274-03_C22H26O7_6(2H)-Benzofuranone, 3,3a,4,5-tetrahydro-5,7-dimethoxy-2-(7-methoxy-1,3-benzodioxol-5-yl)-3-methyl-3a-(2-propen-1-yl)-, (2R,3R,3aR,5R)-	53	2	A	15P	15P_A2
A2	NCGC00385050-01	CC(=O)O[C@H]\1C/C=C(C)/C[C@@H](OC(=O)\C(CO)=C\CO)[C@@H]2[C@H](OC(=O)C2=C)\C=C1C				420.1784179	C22H28O8	NCGC00385050-01_C22H28O8_2-Butenoic acid, 4-hydroxy-2-(hydroxymethyl)-, (3aR,4R,6E,9S,10Z,11aR)-9-(acetyloxy)-2,3,3a,4,5,8,9,11a-octahydro-6,10-dimethyl-3-methylene-2-oxocyclodeca[b]furan-4-yl ester, (2E)-	53	2	A	15P	15P_A2
A2	NCGC00384978-01	C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]2O[C@H]3CC[C@@]4(C)C(CC[C@]5(C)C4CC[C@H]([C@@H](C)[C@H](C[C@H]\6OC(=O)\C(=C6)C)OC(C)=O)[C@]57COC(=O)C7)C3(C)C)[C@H](O)[C@H](O)[C@H]1O				852.4507361	C44H68O16	NCGC00384978-01_C44H68O16_(2S,3R)-3-[(2'R,3S,4b'R,7'S,10a'R)-7'-{[2-O-(6-Deoxy-alpha-L-mannopyranosyl)-beta-D-glucopyranosyl]oxy}-4b',8',8',10a'-tetramethyl-5-oxotetradecahydro-2'H-spiro[furan-3,1'-phenanthren]-2'-yl]-1-[(2R)-4-methyl-5-oxo-2,5-dihydro-2-furanyl]-2-butanyl acetate	53	2	A	15P	15P_A2
A2	NCGC00384979-01	C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H](CO)[C@H]2OC(=O)\C=C\C3=CC=C(O)C=C3)O[C@]4(CO)O[C@H](CO)[C@@H](O)[C@@H]4OC(=O)\C=C\C5=CC=C(O)C=C5)[C@H](O)[C@H](O)[C@H]1O[C@@H]6O[C@@H](C)[C@H](O[C@@H]7OC[C@](O)(CO)[C@H]7O)[C@@H](O)[C@H]6O				1058.347847	C47H62O27	NCGC00384979-01_C47H62O27_3-O-[(2E)-3-(4-Hydroxyphenyl)-2-propenoyl]-beta-D-fructofuranosyl 6-deoxy-4-O-[(2S,3R,4R)-3,4-dihydroxy-4-(hydroxymethyl)tetrahydro-2-furanyl]-alpha-L-mannopyranosyl-(1->4)-6-deoxy-alpha-L-mannopyranosyl-(1->3)-4-O-[(2E)-3-(4-hydroxyphenyl)-2-propenoyl]-alpha-D-glucopyranoside	53	2	A	15P	15P_A2
A3	NCGC00385163-01	CC1CC(C/C(C)=C/C[C@H]2COC(=O)C2=C)OC1=O				264.1361591	C15H20O4	NCGC00385163-01_C15H20O4_2(3H)-Furanone, dihydro-3-methylene-4-[(2E)-3-methyl-4-(tetrahydro-4-methyl-5-oxo-2-furanyl)-2-buten-1-yl]-, (4R)-	53	3	A	15P	15P_A3
A3	NCGC00385162-01	CC(C)C1=C(O)C=CC2=C1CC[C@H]3C(C)(C)CCC[C@]23C				286.2296656	C20H30O	NCGC00385162-01_C20H30O_14-Isopropylpodocarpa-8,11,13-trien-13-ol	53	3	A	15P	15P_A3
A3	NCGC00169806-03	CC(O)(CC[C@H]1C(=C)CCC2[C@]1(C)CCC[C@@]2(C)C(O)=O)C=C				320.2351449	C20H32O3	NCGC00169806-03_C20H32O3_1-Naphthalenecarboxylic acid, decahydro-5-(3-hydroxy-3-methyl-4-penten-1-yl)-1,4a-dimethyl-6-methylene-, (1R,4aR,5S)-	53	3	A	15P	15P_A3
A3	NCGC00385508-01	COC1=CC=C2NC(=O)[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)OC2=C1				357.1059812	C15H19NO9	NCGC00385508-01_C15H19NO9_2H-1,4-Benzoxazin-3(4H)-one, 2-(beta-D-glucopyranosyloxy)-7-methoxy-, (2R)-	53	3	A	15P	15P_A3
A3	NCGC00385097-01	OCC1=CC(=CC=C1O[C@@H]2O[C@H](COC(=O)C3=CC=CC=C3)[C@@H](O)[C@H](O)[C@H]2O)O				406.1263823	C20H22O9	NCGC00385097-01_C20H22O9_beta-D-Glucopyranoside, 4-hydroxy-2-(hydroxymethyl)phenyl, 6-benzoate	53	3	A	15P	15P_A3
A3	NCGC00385099-01	OC[C@H]1O[C@@H](OCCC2=CC=C(O)C=C2)[C@H](O[C@@H]3OC[C@](O)(CO)[C@H]3O)[C@@H](O)[C@@H]1O				432.1631617	C19H28O11	NCGC00385099-01_C19H28O11_beta-D-Glucopyranoside, 2-(4-hydroxyphenyl)ethyl 2-O-[(2S,3R,4R)-tetrahydro-3,4-dihydroxy-4-(hydroxymethyl)-2-furanyl]-	53	3	A	15P	15P_A3
A3	NCGC00385096-01	OC[C@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]2OCCC3=CC=CC=C3)[C@H](O)[C@@H](O)[C@@H]1O				446.1788118	C20H30O11	NCGC00385096-01_C20H30O11_2-Phenylethyl 2-O-beta-D-glucopyranosyl-beta-D-glucopyranoside	53	3	A	15P	15P_A3
A3	NCGC00169684-02	C[C@H]1[C@H](C[C@H]\2[C@@H]1[C@@H](O\C=C2C(O)=O)O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)OC(=O)\C=C\C4=CC=C(O)C=C4				522.1737264	C25H30O12	NCGC00169684-02_C25H30O12_(1S,4aS,6S,7R,7aS)-1-(beta-D-Glucopyranosyloxy)-6-{[(2E)-3-(4-hydroxyphenyl)-2-propenoyl]oxy}-7-methyl-1,4a,5,6,7,7a-hexahydrocyclopenta[c]pyran-4-carboxylic acid	53	3	A	15P	15P_A3
A4	NCGC00180565-02	C[C@H]1CC[C@H](C\C2=C(/C)C(=O)C[C@@H]12)C(=C)C(O)=O				248.1412445	C15H20O3	NCGC00180565-02_C15H20O3_5-Azuleneacetic acid, 1,2,4,5,6,7,8,8a-octahydro-3,8-dimethyl-alpha-methylene-2-oxo-, (5R,8S,8aS)-	53	4	A	15P	15P_A4
A4	NCGC00385267-01	CC1CC(O)C(CC/2=C(C)/C(=O)CC12)C(=C)C(O)=O				264.1361591	C15H20O4	NCGC00385267-01_C15H20O4_2-(6-Hydroxy-3,8-dimethyl-2-oxo-1,2,4,5,6,7,8,8a-octahydro-5-azulenyl)acrylic acid	53	4	A	15P	15P_A4
A4	NCGC00385165-01	COC1=CC=C(CCC(=O)C2=C(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)C=C(O)C=C2O)C=C1				450.152597	C22H26O10	NCGC00385165-01_C22H26O10_1-Propanone, 1-[2-(beta-D-glucopyranosyloxy)-4,6-dihydroxyphenyl]-3-(4-methoxyphenyl)-	53	4	A	15P	15P_A4
A4	NCGC00168968-03	OC[C@H]1O[C@@H](O[C@@H]2O\C=C/[C@H]3[C@H](O)[C@@H]4O[C@]4(COC(=O)\C=C\C5=CC=CC=C5)[C@@H]23)[C@H](O)[C@@H](O)[C@@H]1O				492.1631617	C24H28O11	NCGC00168968-03_C24H28O11_[(1aS,1bS,2S,5aR,6S,6aS)-2-(beta-D-Glucopyranosyloxy)-6-hydroxy-1b,5a,6,6a-tetrahydrooxireno[4,5]cyclopenta[1,2-c]pyran-1a(2H)-yl]methyl (2E)-3-phenylacrylate	53	4	A	15P	15P_A4
A4	NCGC00169007-03	OC[C@H]1O[C@@H](O[C@@H]2O\C=C(/[C@H]3C\C=C(\COC(=O)\C=C\C4=CC=CC=C4)[C@@H]23)C(O)=O)[C@H](O)[C@@H](O)[C@@H]1O				504.1631617	C25H28O11	NCGC00169007-03_C25H28O11_Cyclopenta[c]pyran-4-carboxylic acid, 1-(beta-D-glucopyranosyloxy)-1,4a,5,7a-tetrahydro-7-[[[(2E)-1-oxo-3-phenyl-2-propen-1-yl]oxy]methyl]-, (1S,4aS,7aS)-	53	4	A	15P	15P_A4
